id,text,source,created_at
8.23E+17,South mall at the capitol building #WomensMarch #marchonaustin #austin https://t.co/GOE6stbhGo,Twitter for iPhone,21-01-17 23:59
8.23E+17,"""We cannot all succeed when half of us are held back"" -Malala Yousafzai #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,@Ms_MaryContrary @StaceyPrussman must've printed a couple dozen of these today #WomensMarch https://t.co/m92dnbQGud,Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,Bravo to all who marched! #WomensMarch -If ya need a laugh 2nite I'm at @TheComedyStore w/@brianmonarch @chrisdeliaâ€¦ https://t.co/7cT2p0yg1k,Twitter for iPhone,21-01-17 23:59
8.23E+17,"""Gender equality is not a women's issue, it's a human rights issue."" - Adelaide Kane #WomensMarch https://t.co/lCagBamqKl",Twitter for iPhone,21-01-17 23:59
8.23E+17,Parking garage next to march route. #WomensMarch https://t.co/vj5ma9bYRj,Twitter for Android,21-01-17 23:59
8.23E+17,"â’ˆ #WomensMarch
â’‰ #TrashTVTalk
â’Š Jens
â’‹ Anzeige
â’Œ #sportstudio

2017/1/22 00:53 CET #trndnl https://t.co/p8qpEIM5hj",Deutschland in Trends,21-01-17 23:59
8.23E+17,Julgue menos e respeite mais #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Isso Ã© o feminismo!
Isso Ã© necessÃ¡rio!
Isso Ã© incrÃ­vel!
  #WomensMarch",Twitter Web Client,21-01-17 23:59
8.23E+17,"FWIW I didn't see a single #MAGA person today at #WomensMarch, which is odd because yesterday there were 50 million of them",IFTTT,21-01-17 23:59
8.23E+17,"Just curious, Were these women marching when Bill Clinton was accused of rape or sexual misconduct 3 times and was President? #WomensMarch",TweetCaster for Android,21-01-17 23:59
8.23E+17,#WomensMarch OjalÃ¡ estar allÃ­,Twitter for Android,21-01-17 23:59
8.23E+17,"â’ Sergio AlcÃ¡ntara
â’Ž #WomensMarch
â’ #LuceroEnRD2017
â’ Vargas
â’‘ Danny Santana

2017/1/21 19:58 AST #trndnl https://t.co/b28Rg0WjMN",Es Tendencia en Dominicana,21-01-17 23:59
8.23E+17,Anyone notice that Hillary wasn't honored at the #WomensMarch? Damn. https://t.co/S9qFvvAxSR,Twitter for iPhone,21-01-17 23:59
8.23E+17,The mom took the girls to the DC #WomensMarch and Paigey made a news feed :'))))) https://t.co/J7dSTGqsuG,Twitter Web Client,21-01-17 23:59
8.23E+17,"Nunca vao ser sÃ³ ""rostinhos bonitos"" escolhi as pessoas certas pra apoiar, defender e admirar.. ta transbordando orâ€¦ https://t.co/MXhcvMEjyf",Twitter for Android,21-01-17 23:59
8.23E+17,Federal Triangle at 12:15. #WomensMarchOnWashington #WomensMarch https://t.co/qN5e53pdte,Twitter for iPhone,21-01-17 23:59
8.23E+17,@michellemalkin @colleenhagerty Isn't that littering?  Graffiti? It's definitely lame! #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,#repost @justinwireglam ðŸ‘ŒðŸ»ðŸ™ðŸ»ðŸ‘ðŸ»#womensmarch #womensmovement #empowerment #empoweringwomen #empowerouryouth... https://t.co/tbefsd3uxn,Facebook,21-01-17 23:59
8.23E+17,"Barcelona, Washington, L.A., ParÃ­s y BerlÃ­n se unen al #WomensMarch https://t.co/DhacHS08yC",Twitter for iPhone,21-01-17 23:59
8.23E+17,"The estimated crowd at President Trump's #inaugurationÂ  yesterday: 250,000 

At #WomensMarchÂ  today: 500,000+. https://t.co/HRe3UmdIOV",Twitter for iPhone,21-01-17 23:59
8.23E+17,"#womensmarch Today's theme song - Bongwater  ""The Power of Pussy"" https://t.co/f52Ufd05JI",Twitter Web Client,21-01-17 23:59
8.23E+17,that's my girlsðŸ’“ðŸ’ªðŸ¼ #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,Because people seem to be very misinformed to what today's #WomensMarch means here's a link to what today stands for https://t.co/qRG9EgeqqJ,Twitter for iPhone,21-01-17 23:59
8.23E+17,"â’ˆ #WomensMarch
â’‰ #RaeesInDubai
â’Š #AAP_à¤ à¤—_à¤¹à¥ˆ
â’‹ #NewSurpriseHKNKJ
â’Œ #ThinkBIGSundayWithMarsha

2017/1/22 05:28 IST",Trends from India,21-01-17 23:59
8.23E+17,"Santa Fe, NM - Pictures From Womenâ€™s Marches Around the World: https://t.co/wGWix9OEf4 #womensmarch https://t.co/eVtyaktpO7",Twitter Web Client,21-01-17 23:59
8.23E+17,#WomensMarch ðŸ˜ðŸ˜­ https://t.co/U4e7IZrCM1,Twitter for Android,21-01-17 23:59
8.23E+17,#womensmarch #sacramento.   What a great day to celebrate the #Resistance. https://t.co/Sh0rUZihkP,Twitter for iPhone,21-01-17 23:59
8.23E+17,"#WomensMarchÂ  in #Eugene draws 1,000+ // story from @chelseagorrow and photos by @CollinAndrewRG  https://t.co/6iplqH9cmn",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Charlotte, North Carolina! #WomensMarch https://t.co/5cSwp5HSkC",Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarchâ™‚  Where were the marching women when #OBAMAsACA sent them(60%ofThePTworkforce)home 2 bake cookies &amp   make babies 4 @PPAdvocates,Twitter Web Client,21-01-17 23:59
8.23E+17,@ErikaHarlacher did my part in NYC #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,#WomensMarch #westillwithher #notmypresident #youwillneverbeourpresident https://t.co/WHwocduLux,Twitter Web Client,21-01-17 23:59
8.23E+17,I got flipped off by a guy in a SMART car. Didn't have the ðŸ–¤ to tell him that even people in Priuses laugh at him. #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,So that this beautiful little girl can grow up with equality and without misogyny. #WomensMarchâ€¦ https://t.co/zXHYb3uYwC,Twitter for Android,21-01-17 23:59
8.23E+17,My Sis and I!#WomensMarch #WomenMarchSacramento @WomensMarchSac https://t.co/RmX0Rq5cDu,Twitter for iPhone,21-01-17 23:59
8.23E+17,#womensmarch @ Downtown Seattle https://t.co/OSAnuE0Iw1,Instagram,21-01-17 23:59
8.23E+17,"Nasty Women: https://t.co/Ga428QvZu2

#WMOW #poetsagainsttrump #writersresist #poetry #WomensMarchOnWashington #womensmarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,#whyIMarch #WomensMarch https://t.co/azo9CQm1Gb,Twitter for iPhone,21-01-17 23:59
8.23E+17,Bill Clinton was said to be ecstatic about his wife going to the #WomensMarch. He said he was going to use the alone time efficiently 8=âœŠðŸ»DðŸ’¦,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Mothers, grandmas, aunts, sisters, cousins, daughters, and nieces all in one photograph.

#WomensMarch #WOMANPOWER https://t.co/fHOrR7VZ8C",Twitter for iPhone,21-01-17 23:59
8.23E+17,wish I could participate in #WomensMarch :// stuck at work tho,Twitter for iPhone,21-01-17 23:59
8.23E+17,"@smerconish  #WomensMarch not about losing an election, about people not wanting to lose our humanity.A global event, and just the begining",Twitter Web Client,21-01-17 23:59
8.23E+17,#womensmarchonwashington #womensmarch #blacklivesmatter #blm #nastywoman @ The Women's March onâ€¦ https://t.co/rjxuGxnaP7,Instagram,21-01-17 23:59
8.23E+17,"And if you don't know, now you know, Trump #WomensMarch #WomensMarchOnWashington https://t.co/MboIzBqfF8",Twitter for iPhone,21-01-17 23:59
8.23E+17,Portland brought it today #WomensMarch https://t.co/3NYwlqqaW3,Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch 1/21/17 https://t.co/31N2SzH1kq,Twitter for iPhone,21-01-17 23:59
8.23E+17,"In week 17-18 the fetus sucks his/her thumb, sticks out the tongue and is more active. #womensmarch #biology #science #prochoice",Twitter Web Client,21-01-17 23:59
8.23E+17,Gloria Steinem â€¢ 1-21-2017 â€¢ Women's March on Washington #WomensMarch https://t.co/qiEzqTvM5G,Twitter for iPhone,21-01-17 23:59
8.23E+17,Nadie quiere las viejas tetas de #Madonna un verdadero Cristiano no acepta gays! #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,"â’ˆ #CarnetDeLaMiseria
â’‰ #WomensMarch
â’Š #SacateTuCarnet
â’‹ #GanaSeguidoresVenezuela
â’Œ #OrquideaSSS

2017/1/21 19:23 VET https://t.co/TZZWvFfY1p",Es Tendencia en Venezuela,21-01-17 23:59
8.23E+17,"Right now, we are living history. And it is beautiful. #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,"I'm so happy, proud &amp; overwhelmed with everything I've been seeing from #WomensMarch , to see people united and hopeful for a better futureâ¤",Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch pisou no trump tanto que ele deve tar bem no nÃºcleo da terra,Twitter for iPad,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/yODgYHxwlU,Twitter for iPhone,21-01-17 23:59
8.23E+17,Had to drive 2.5 hours there and 2.5 hours back home from this SailorMoon thing. Wish I had gone to ATX to march instead. #WomensMarch  ðŸ˜­,Twitter for iPhone,21-01-17 23:59
8.23E+17,@presuburbia couldn't attend #WomensMarch myself but my heart is full bc ik i'm represented,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Carrie hubiese estado tan orgullosa de todos

#WomensMarch https://t.co/EhdnbKJviz",Twitter for iPhone,21-01-17 23:59
8.23E+17,"january 21st 2017 is #a day that is going down in #history

our body
our mind
our POWER 
#WomensMarch https://t.co/ptjKNn1taa",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Dear #Press, a little help: @PressSec lied at his first press briefing. #Inauguration #WomensMarch",Twitter Web Client,21-01-17 23:59
8.23E+17,"""Something 'bout you makes me feel like a dangerous woman"" #WomensMarch",Twitter Web Client,21-01-17 23:59
8.23E+17,two claps for the golden clit âœ¨ #womensmarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,#Feminist #WomensMarch https://t.co/dwFRerbVi9,Twitter for Android,21-01-17 23:59
8.23E+17,#Feminist #WomensMarch https://t.co/dwFRerbVi9,Twitter for Android,21-01-17 23:59
8.23E+17,"â’ˆ #WomensMarch
â’‰ Carlos SÃ¡nchez
â’Š #ElDineroSeInventÃ³Para
â’‹ #YaEsFinDeSemanaPara
â’Œ #GayGames2018

2017/1/21 17:58 CST",Trendinalia MÃ©xico,21-01-17 23:59
8.23E+17,"March on Women, Mothers, Sisters, Daughters March on!ðŸ‘ðŸ¾ #WomensMarch #WomensRights",Twitter for iPhone,21-01-17 23:59
8.23E+17,My account is filled with #WomensMarch tweets and pictures and I'm so happy we can come together as a community and beat the patriarchy,Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch goes global. See photos from across the US + the world at https://t.co/0i6dB8fM0q by #NPR via @c0nvey,Put your button on any page! ,21-01-17 23:59
8.23E+17,love trumps hate. #womensmarch #capetownsistermarch #womensmarchct #womensmarchcpt @ Company'sâ€¦ https://t.co/QgtrqQS8O1,Instagram,21-01-17 23:59
8.23E+17,Keep tweeting about the wonderful marches and their success! #WomensMarchOnWashington #WomensMarch https://t.co/9RNbYeWODD,Twitter for iPhone,21-01-17 23:59
8.23E+17,Amazing how billions of people standing up for their believes that I believe too! #WomensMarch SI SE PUEDEâ£ï¸â£ï¸â£ï¸ðŸ’‹ðŸ’Ž https://t.co/Tt9Iz4ihCy,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Gostava de ter ido, tbh.
#WomensMarch all the way throughðŸ’ªâ¤",Twitter for Android,21-01-17 23:59
8.23E+17,It was so inspiring to see so many pictures of the #WomensMarch on instagram today.,Twitter for iPhone,21-01-17 23:59
8.23E+17,@6TA99YqxvDkg2kU @globalnews @globalhalifax 100yrs ago a group of women started the #WomensMarch demanding right to vote. Welcome to reality,Twitter Web Client,21-01-17 23:59
8.23E+17,Nonetheless I'm glad to see the amount of ppl coming together #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,#womensmarch #BinghamtonNY @ Broome County Courthouse https://t.co/xON2CJOCvc,Instagram,21-01-17 23:59
8.23E+17,What propaganda are all these radicalized women consuming? #womensmarch https://t.co/Ll5HqHWai6,Twitter Web Client,21-01-17 23:59
8.23E+17,"""EL PODER DE LA GENTE ES MÃS FUERTE QUE LA GENTE EN EL PODER.""
x2
#WomensMarch https://t.co/5JGo8g4tmE",Twitter for Android,21-01-17 23:59
8.23E+17,Can we please talk about how more people attended the #WomensMarch than Trump's #Inauguration ðŸ’ªðŸ‘ŒðŸ’ªðŸ˜‚ðŸ’ª,Twitter for iPhone,21-01-17 23:59
8.23E+17,"â’ˆ #GotTalent
â’‰ #WomensMarch
â’Š #L6Nempleorobots
â’‹ #L6Nfacturaheladora
â’Œ #L6NconCuerda

2017/1/22 00:58 CET #trndnl https://t.co/K5DFqqcseW",Es Tendencia en EspaÃ±a,21-01-17 23:59
8.23E+17,Ã‰tats-Unis: des centaines de milliers de personnes manifestent contre Donald Trump #marchedesfemmes #WomensMarch  https://t.co/O47TaoC6yg,Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch el emoji ðŸ’–,Twitter for Android,21-01-17 23:59
8.23E+17,"Only counter-protest was a white guy and his wife yelling ""8 more years"", with the wife spitefully adding ""can't wait!"" #WomensMarch",Twitter for iPad,21-01-17 23:59
8.23E+17,"I love this â¤ï¸ðŸ‘­ðŸ‘­ðŸ‘­ðŸ‘­ðŸ‘­ðŸ‘­â˜®ï¸ðŸ³ï¸â€ðŸŒˆâœŒðŸ½

Repost from ahmadquazi ðŸ™ŒðŸ½

#WomenEmpowerment #WomensMarchâ€¦ https://t.co/DGdk9ipp1A",Instagram,21-01-17 23:59
8.23E+17,Proud to carry @shepardfairey powerful images @womensmarch Thank U SF + The Amplifier Project for making art accessâ€¦ https://t.co/bZYGN30d9e,Twitter for iPhone,21-01-17 23:59
8.23E+17,I think the #WomensMarch is an incredible thing. Politics has little to do with the basic fact we need to be better for women.,Twitter for iPhone,21-01-17 23:59
8.23E+17,"#WomensMarch
#SaudiArabia https://t.co/4OyOmspthT",Twitter Web Client,21-01-17 23:59
8.23E+17,Honestly though. ðŸ“·: @Gabrielle913 #womensmarch https://t.co/6BPkR6fkfw,Twitter for iPhone,21-01-17 23:59
8.23E+17,The faces of #ourNY at the #womensmarchnyc - this is our New York #immigrantNY #womensmarch https://t.co/fkKSsYy7bq,Twitter for iPhone,21-01-17 23:59
8.23E+17,"One of the many, many reasons today's #WomensMarch is important.
https://t.co/ARQomsAOab",Twitter Web Client,21-01-17 23:59
8.23E+17,All praise and admiration to the women and allies who came together today against oppression and discrimination everywhere! #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,"Why didn't any of the #womensmarch ladies ever march against acid attacks, female genital mutilation or other oppression in Middle East?",Twitter for iPhone,21-01-17 23:59
8.23E+17,@MyTwoMums Me &amp  Squidge went to the #Shipley #womensmarch It was fantastic! Felt very proud to be a part of it. Herâ€¦ https://t.co/emNDYwsbw2,Twitter for iPhone,21-01-17 23:59
8.23E+17,"â’ˆ #WomensMarch
â’‰ #fcseguindofcs
â’Š Vila Nova
â’‹ Fagner
â’Œ #cocodegatomelhorquekpop

2017/1/21 21:53 BRST #trndnl https://t.co/MffVmqH2oJ",TendÃªncias Brasil,21-01-17 23:59
8.23E+17,Global Impact That The Man in the White House Cannot Even Dream Of ! cc @goldengateblond #WomensMarch https://t.co/WpIXlpOWAx,Twitter for iPhone,21-01-17 23:59
8.23E+17,@womensmarch PDX ðŸ’— #WomensMarch https://t.co/eplwRj9fSp,Twitter for iPhone,21-01-17 23:59
8.23E+17,The signs were my favorite.  #seattle #womensmarch https://t.co/O5NWVtQ1sV https://t.co/T62ipWUAN8,IFTTT,21-01-17 23:59
8.23E+17,"Harry tambiÃ©n fue a la #WomensMarch y llevÃ³ un cartel que decÃ­a: ""Trump, live the women alone, please. All the love. H.""",Twitter for Android,21-01-17 23:59
8.23E+17,seeing all the pictures/videos from protests all over the world is honestly making me so happy #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,uma tag dessas bicho #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,nÃ£o consigo descrever o orgulho que to dessas pessoas sÃ©rio eu abro um sorriso a cada foto e video que vejo #WomensMarch,Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch #DanceParty #twwca #TWWUSA https://t.co/SOD48kch9F,Twitter for Android,21-01-17 23:59
8.23E+17,#protestsigns #protest #poster #WomensMarch https://t.co/Lq4oQUR6Bf,Twitter for Android,21-01-17 23:59
8.23E+17,"Well, @seanspicer, at least the sparse #Inauguration crowd was bigger than @realDonaldTrump's hands!
#WomensMarchâ€¦ https://t.co/EL1aD0yNsC",Twitter Web Client,21-01-17 23:59
8.23E+17,.@Edwina_Currie You and #MaggieThatcher ignored us when we took to streets re #PollTax it was start of #NastyParty downfall. #WomensMarch,Mobile Web (M5),21-01-17 23:59
8.23E+17,"#WomensMarch 
My grandson, Kaleb, at the Seattle March. https://t.co/Vc4k1kN3xt",Twitter for Android,21-01-17 23:59
8.23E+17,I feel so inspired by the #womensmarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"So proud, inspired, &amp; empowered by all  those marching today for something so much bigger than ourselves #WomensMarch #Resist #ungovernable",Twitter for Android,21-01-17 23:59
8.23E+17,"Can't be out with everyone today because I'm sick, but I'm proud of everyone on the Women's March today. You're all amazing. #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,what's #womensmarch even fucking about?,Twitter Web Client,21-01-17 23:59
8.23E+17,#WomensMarch Me encanta que la gente salga a la calle a defender sus derechos. Un saludo!,Twitter for Android,21-01-17 23:59
8.23E+17,@aidybryant #NOLA #WOMENSMARCH https://t.co/CygkEuJTwm,Tweetbot for iÎŸS,21-01-17 23:59
8.23E+17,"@frangeladuo @SMShow @JohnFugelsang Just think of how proud Molly Ivins would be right now! God, I miss that woman! #WomensMarch",Twitter Web Client,21-01-17 23:59
8.23E+17,"It's SO impressive to see the photos from around the world of the #WomensMarch
I truly hope this leads to more strong female politicians",Twitter Web Client,21-01-17 23:59
8.23E+17,"If this many people feel so strongly about the same issues, why do some still struggle to understand that there are issues?? #womensmarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,"""Madonna: â€˜Iâ€™ve Thought About Blowing Up The White Houseâ€™"".  #WomensMarch #PresidentTrump45  https://t.co/Lljof5DNlj",Twitter for iPhone,21-01-17 23:59
8.23E+17,Agreed! President Trump supports the success of all women! â¤ï¸ðŸ‡ºðŸ‡¸ðŸ‘©ðŸ¼ #WomensMarch is a setback for women ðŸ™„ https://t.co/ES5kXSaHJs,Twitter for iPad,21-01-17 23:59
8.23E+17,#WomensMarch #nastywomenmakehistory nuff said. âœŠðŸ½ðŸŒ¹âœ¨ðŸ’ƒðŸ½ðŸŽ‰â¤ï¸ðŸšº https://t.co/bXNWE7slpO,Twitter for iPhone,21-01-17 23:59
8.23E+17,#Soros Funded #WomensMarch Linda Sarsour Is Pro Sharia Law w/Ties To Hamas https://t.co/s3tD0TaXCz â€¦ https://t.co/Xnzqcr6xuL v @V_of_Europe,Twitter Web Client,21-01-17 23:59
8.23E+17,@SuperWiki Yes! we are #WaywardAF and stand for equality #WomensMarch ðŸ’ž,Twitter for Android,21-01-17 23:59
8.23E+17,I thought Madonna was Argentinian or British -- today she's saying she is 'ashamed to be American' - make up your mind.  #tcot #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,Streets of New York are mad with people heading to #WomensMarch all over the city! ðŸ˜Š,Twitter for iPhone,21-01-17 23:59
8.23E+17,Seattle! #WomensMarch https://t.co/Dq9iUrLTVN,Twitter Web Client,21-01-17 23:59
8.23E+17,IcÃ´nico e espontÃ¢neo sem forÃ§ar uma barra igual vocÃª tentando falar da Selena no #WomensMarch e BLM.Â² https://t.co/XSpsPrxAVk,Twitter Web Client,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/DeZo400OpQ,Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/ws62xv1zWX,Twitter Web Client,21-01-17 23:59
8.23E+17,There are #WomensMarch all over the world. Some progress #should happen. But #sad we still have to #march for this. https://t.co/VQd9Yst9Yx,Twitter for Android,21-01-17 23:59
8.23E+17,Estoy muy orgullosa de nuestra generaciÃ³n ðŸ’–  #WomensMarch https://t.co/D5nds05qUH,Twitter for Android,21-01-17 23:59
8.23E+17,#womensmarch https://t.co/n0fL4HPMjB,Twitter for iPhone,21-01-17 23:59
8.23E+17,Wowâ¤ï¸ Over 2 million people worldwide. #womensmarch https://t.co/GW8DPQ1xqK,Twitter for iPhone,21-01-17 23:59
8.23E+17,I'm so proud of all the people participating in the #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Yo no entiendo como despuÃ©s de esto, nadie hace nada para sacar a Trump #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,My sisters and her friend in DC. Love them! #WomensMarch  #NastyWomen https://t.co/NvloqkoHFa,Twitter for iPhone,21-01-17 23:59
8.23E+17,Vaste mobilisation et dÃ©termination au 2e jour de la prÃ©sidence Trump. #WomensMarch https://t.co/x0AsfnYDn3,Twitter for iPhone,21-01-17 23:59
8.23E+17,Happy Womens March day!!!!!! #WomensMarch,Twitter for Android,21-01-17 23:59
8.23E+17,"Build bridges, not walls. Don't hate, educate. â™€ #womensmarch #womensmarchlondon https://t.co/kLoVv3HZGl",Twitter for Android,21-01-17 23:59
8.23E+17,What I did on my Saturday #womensmarch #womensmarchonwashington #antitrump #riseandresist #rar @â€¦ https://t.co/4AGO2mN1AY,Instagram,21-01-17 23:59
8.23E+17,1955 is calling...don't answer! #WomensMarch #whyIMarched #ACA #TheResistance #NastyWomen #FriendsTogetherâ€¦ https://t.co/LFnviYrMUw,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Pay attention! @realDonaldTrump 
#WomensMarch #NotMyPresident
@CNN @CBSNews https://t.co/78mejGtxgX",Twitter for iPad,21-01-17 23:59
8.23E+17,It was absolutely incredible. #womensmarch #wethepeople https://t.co/vJroV33V8x,Hootsuite,21-01-17 23:59
8.23E+17,Let's nominate @greta for the job #SeanSpicer is already sucking at. #msnbc #problemsolving #WomensMarch,Twitter for iPhone,21-01-17 23:59
